"id","l10n_id_ebupot_facility","l10n_id_ebupot_code","active","description","is_base_affected","invoice_label","type_tax_use","tax_group_id","name","amount_type","amount","fiscal_position_ids","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/document_type","repartition_line_ids/account_id","original_tax_ids"
"tax_24-104-39","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-39_ebupot","False","Catering or Culinary Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-39","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-40","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-40_ebupot","False","Freight Forwarding Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-40","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-41","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-41_ebupot","False","Logistics Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-41","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-42","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-42_ebupot","False","Document Management Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-42","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-43","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-43_ebupot","False","Packing Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-43","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-44","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-44_ebupot","False","Loading and Unloading Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-44","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-100-02","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-100-02_ebupot","False","Rent and Other Income Related to the Use of Property Except for Rent of Land and/or Buildings Which Have Been Subjected to Income Tax Article 4 Paragraph (2) of the Income Tax Law.","","-2%","sale","l10n_id_tax_group_pph23","2% 24-100-02","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-45","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-45_ebupot","False","Laboratory and/or Testing Services Except Those Carried Out by Educational Institutions or Agencies for Academic Research","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-45","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-46","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-46_ebupot","False","Parking Management Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-46","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-47","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-47_ebupot","False","Land Surveying Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-47","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-48","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-48_ebupot","False","Land Preparation and/or Processing Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-48","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-49","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-49_ebupot","False","Nursery and/or Seedling Planting Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-49","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-50","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-50_ebupot","False","Plant Maintenance Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-50","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-51","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-51_ebupot","False","Harvesting Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-51","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-52","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-52_ebupot","False","Agricultural, Plantation, Fishery, Livestock and/or Forestry Product Processing Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-52","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-53","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-53_ebupot","False","Decoration Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-53","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-54","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-54_ebupot","False","Printing/Publishing Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-54","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-01","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-01_ebupot","True","Engineering Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-01","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-55","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-55_ebupot","False","Translation Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-55","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-56","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-56_ebupot","False","Transportation/Expedition Services Except Those Regulated in Article 15 of the Income Tax Law","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-56","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-57","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-57_ebupot","False","Port Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-57","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-58","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-58_ebupot","False","Pipeline Transportation Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-58","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-59","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-59_ebupot","False","Childcare Management Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-59","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-60","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-60_ebupot","False","Training and/or Course Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-60","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-61","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-61_ebupot","False","ATM Money Transfer and Top-Up Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-61","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-62","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-62_ebupot","False","Certification Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-62","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510030",""
"tax_24-104-63","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-63_ebupot","False","Survey Services","","-2%","sale","l10n_id_tax_group_pph23","2% 24-104-63","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510030",""
"","","","","","","","","","","","","","base","","","refund","",""
