"id","l10n_id_ebupot_facility","l10n_id_ebupot_code","active","description","is_base_affected","invoice_label","type_tax_use","tax_group_id","name","amount_type","amount","fiscal_position_ids","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/document_type","repartition_line_ids/account_id","original_tax_ids"
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-27_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-27_ebupot","False","Data, Information, and/or Program Storage, Processing and/or Distribution Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-27","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-28_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-28_ebupot","False","Installation/Setup Services for Machines, Equipment, Electricity, Telephone, Water, Gas, Air Conditioning and/or Cable TV, Other Than Those Carried Out by Taxpayers Whose Scope is in the Construction Sector and Who Have a Permit and/or Certification as a Construction Entrepreneur;","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-28","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-29_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-29_ebupot","False","Maintenance/Repair/Maintenance Services for Machines, Equipment, Electricity, Telephone, Water, Gas, Air Conditioning and/or Cable TV, Other Than Those Carried Out by Taxpayers Whose Scope is in the Construction Sector and Who Have a Permit and/or Certification as a Construction Entrepreneur","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-29","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-30_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-30_ebupot","False","Land, Sea and Air Vehicle and/or Transportation Equipment Maintenance Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-30","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-31_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-31_ebupot","False","Maklon Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-31","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-32_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-32_ebupot","False","Investigation and Security Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-32","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-33_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-33_ebupot","False","Event Organizer Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-33","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-34_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-34_ebupot","False","Services for Providing Place and/or Time in Mass Media, Outdoor Media or Other Media for Information Delivery, and/or Advertising Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-34","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-100-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-100-01_ebupot","True","Prizes, Awards, Bonuses and Other Things Apart from Those That Have Been Subject to Income Tax Article 21 Paragraph (1) Letter E of the Income Tax Law","","-15%","purchase","l10n_id_tax_group_pph23","15% 24-100-01","percent","-15.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-35_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-35_ebupot","False","Pest Control Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-35","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-36_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-36_ebupot","False","Cleaning Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-36","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-37_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-37_ebupot","False","Septic Tank Suction Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-37","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-38_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-38_ebupot","False","Pool Maintenance Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-38","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-39_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-39_ebupot","False","Catering or Culinary Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-39","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-40_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-40_ebupot","False","Freight Forwarding Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-40","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-41_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-41_ebupot","False","Logistics Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-41","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-42_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-42_ebupot","False","Document Management Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-42","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-43_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-43_ebupot","False","Packing Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-43","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-44_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-44_ebupot","False","Loading and Unloading Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-44","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-100-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-100-02_ebupot","False","Rent and Other Income Related to the Use of Property Except for Rent of Land and/or Buildings Which Have Been Subjected to Income Tax Article 4 Paragraph (2) of the Income Tax Law.","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-100-02","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-45_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-45_ebupot","False","Laboratory and/or Testing Services Except Those Carried Out by Educational Institutions or Agencies for Academic Research","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-45","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-46_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-46_ebupot","False","Parking Management Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-46","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-47_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-47_ebupot","False","Land Surveying Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-47","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-48_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-48_ebupot","False","Land Preparation and/or Processing Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-48","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-49_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-49_ebupot","False","Nursery and/or Seedling Planting Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-49","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-50_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-50_ebupot","False","Plant Maintenance Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-50","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-51_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-51_ebupot","False","Harvesting Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-51","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-52_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-52_ebupot","False","Agricultural, Plantation, Fishery, Livestock and/or Forestry Product Processing Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-52","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-53_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-53_ebupot","False","Decoration Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-53","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-54_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-54_ebupot","False","Printing/Publishing Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-54","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-01_ebupot","True","Engineering Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-01","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-55_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-55_ebupot","False","Translation Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-55","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-56_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-56_ebupot","False","Transportation/Expedition Services Except Those Regulated in Article 15 of the Income Tax Law","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-56","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-57_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-57_ebupot","False","Port Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-57","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-58_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-58_ebupot","False","Pipeline Transportation Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-58","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-59_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-59_ebupot","False","Childcare Management Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-59","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-60_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-60_ebupot","False","Training and/or Course Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-60","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-61_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-61_ebupot","False","ATM Money Transfer and Top-Up Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-61","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-62_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-62_ebupot","False","Certification Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-62","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-63_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-63_ebupot","False","Survey Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-63","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-64_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-64_ebupot","False","Tester Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-64","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-02_ebupot","True","Management Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-02","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-65_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-65_ebupot","False","Services other than the services mentioned above whose payment is charged to the APBN (State Revenue and Expenditure Budget) or APBD (Regional Revenue and Expenditure Budget).","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-65","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-66_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-66_ebupot","False","Payment Transaction Service Provision Related to Token Distribution by Distribution Provider","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-66","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-67_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-67_ebupot","False","Marketing Services with Voucher Media by Voucher Organizers","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-67","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-68_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-68_ebupot","False","Payment Transaction Services Related to Voucher Distribution by Voucher Providers and Distribution Providers","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-68","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-69_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-69_ebupot","False","Customer Loyalty and Reward Program Implementation Services (Consumer Loyalty/Reward Program) by Voucher Organizers","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-69","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-105-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-105-01_ebupot","False","Interest on Loans Received by Domestic Taxpayers and Permanent Establishments Through Information Technology-Based Money Lending Services","","-15%","purchase","l10n_id_tax_group_pph23","15% 24-105-01","percent","-15.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-03_ebupot","True","Consulting Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-03","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_24-104-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_24-104-04_ebupot","False","Appraisal Services","","-2%","purchase","l10n_id_tax_group_pph23","2% 24-104-04","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210030",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210030",""
"tax_28-409-25","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-25_ebupot","False","Integrated Construction Work Carried Out by Service Providers with Business Entity Certificates","","-2.65%","sale","l10n_id_tax_group_pph42","2.65% 28-409-25","percent","-2.65","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-409-26","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-26_ebupot","False","Integrated Construction Work Carried Out by Service Providers Who Do Not Have a Business Entity Certificate","","-4%","sale","l10n_id_tax_group_pph42","4% 28-409-26","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-409-27","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-27_ebupot","False","Construction Consulting Services Carried Out by Service Providers Who Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses","","-3.5%","sale","l10n_id_tax_group_pph42","3.5% 28-409-27","percent","-3.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-409-28","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-28_ebupot","False","Construction Consultancy Services Carried Out by Service Providers Who Do Not Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses","","-6%","sale","l10n_id_tax_group_pph42","6% 28-409-28","percent","-6.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-417-01","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-417-01_ebupot","False","Interest on Savings Paid by Cooperatives to Individual Taxpayer Members (interest up to IDR 240,000.00)","","0%","sale","l10n_id_tax_group_pph42","0% 28-417-01","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-417-02","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-417-02_ebupot","False","Interest on Savings Paid by Cooperatives to Individual Taxpayer Members (interest above IDR 240,000.00)","","-10%","sale","l10n_id_tax_group_pph42","10% 28-417-02","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
